chapter,subchapter,word,pos,meaning,english sentence,chinese sentence
生活與移動 / Daily Life & Mobility,交通與運輸 / Transportation & Transit,ground crew,n.,地勤人員,The ground crew guided the aircraft to the gate.,地勤人員引導飛機停靠登機門。
生活與移動 / Daily Life & Mobility,交通與運輸 / Transportation & Transit,jaywalk,v.,不遵守交通規則穿越馬路；闖紅燈,"Tourists often jaywalk here, so drivers need to be careful.",觀光客常在這裡違規穿越馬路，駕駛要特別小心。
生活與移動 / Daily Life & Mobility,交通與運輸 / Transportation & Transit,navigate,v.,航行；駕駛,The GPS helps drivers navigate unfamiliar streets.        GPS 幫助駕駛在不熟悉的街道中導航。,
生活與移動 / Daily Life & Mobility,交通與運輸 / Transportation & Transit,pilot,n./v.,飛行員,The pilot announced that we would land on time.,機長宣布我們會準時降落。
生活與移動 / Daily Life & Mobility,交通與運輸 / Transportation & Transit,route,n./v.,路徑；路線,This route is the fastest way to the station.,這條路線是到車站最快的走法。
生活與移動 / Daily Life & Mobility,交通與運輸 / Transportation & Transit,seat belt,n.,安全帶,Please fasten your seat belt during takeoff and landing.,起飛與降落時請繫好安全帶。
生活與移動 / Daily Life & Mobility,交通與運輸 / Transportation & Transit,subway,n.,地鐵,The subway is usually the quickest option during rush hour.,尖峰時段搭地鐵通常最快。
生活與移動 / Daily Life & Mobility,交通與運輸 / Transportation & Transit,taxicab,n.,計程車,I took a taxicab to the hotel because it was raining.,因為下雨，我搭計程車去飯店。
生活與移動 / Daily Life & Mobility,交通與運輸 / Transportation & Transit,transit,n./v.,運輸；通過,Public transit improves access to downtown areas.,大眾運輸能提升市中心的交通便利性。
生活與移動 / Daily Life & Mobility,交通與運輸 / Transportation & Transit,vehicle,n.,交通工具；車輛,The company provides a vehicle for sales staff who travel often.,公司為經常外出的業務人員提供公務車。
生活與移動 / Daily Life & Mobility,交通與運輸 / Transportation & Transit,acrophobia,n.,恐高症,"He has acrophobia, so he avoids driving on high bridges.",他有懼高症，所以會避免開上高架橋。
生活與移動 / Daily Life & Mobility,交通與運輸 / Transportation & Transit,ambulance,n.,救護車,An ambulance arrived within five minutes after the accident.,事故發生後五分鐘內救護車就到場了。
生活與移動 / Daily Life & Mobility,交通與運輸 / Transportation & Transit,barrier,n.,障礙物;柵欄,A safety barrier was installed to separate the bike lane.,他們設置了安全護欄來隔開自行車道。
生活與移動 / Daily Life & Mobility,交通與運輸 / Transportation & Transit,carriage,n.,交通工具;馬車;火車車廂,Each train carriage has priority seats near the door.,每節車廂靠門處都有博愛座。
生活與移動 / Daily Life & Mobility,交通與運輸 / Transportation & Transit,commercial vehicle,n.,商用車,Commercial vehicles must use the loading entrance.,商用車輛必須走卸貨專用入口。
生活與移動 / Daily Life & Mobility,交通與運輸 / Transportation & Transit,congestion,n.,擁擠;堵塞,Morning congestion often causes buses to run late.,早晨壅塞常讓公車誤點。
生活與移動 / Daily Life & Mobility,交通與運輸 / Transportation & Transit,dock,n./v.,碼頭;船塢,The ship is waiting at the dock for passengers to board.,船停在碼頭等待乘客上船。
生活與移動 / Daily Life & Mobility,交通與運輸 / Transportation & Transit,expressway,n.,高速公路;快車道,Take the expressway if you want to avoid city traffic.,想避開市區塞車就走快速道路。
生活與移動 / Daily Life & Mobility,交通與運輸 / Transportation & Transit,freight,n.,貨運;貨物,All freight must be declared at customs.,所有貨運都必須向海關申報。
生活與移動 / Daily Life & Mobility,交通與運輸 / Transportation & Transit,handicapped parking,n.,殘障停車位,Handicapped parking is located next to the elevator.,身障停車位就在電梯旁邊。
生活與移動 / Daily Life & Mobility,交通與運輸 / Transportation & Transit,lane,n.,車道,You must signal before changing lanes.,變換車道前必須先打方向燈。
生活與移動 / Daily Life & Mobility,交通與運輸 / Transportation & Transit,meter,n.,計量器;測量儀器,The parking meter accepts coins and credit cards.,停車計時器可投幣或刷卡。
生活與移動 / Daily Life & Mobility,交通與運輸 / Transportation & Transit,platform,n.,月臺,Please wait on the platform until the train stops completely.,請在月台上等到列車完全停妥再上車。
生活與移動 / Daily Life & Mobility,交通與運輸 / Transportation & Transit,railway,n.,鐵路,The railway line is undergoing repairs this weekend.,這條鐵路線本週末正在維修。
生活與移動 / Daily Life & Mobility,交通與運輸 / Transportation & Transit,seatbelt,n.,安全帶,Keep your seatbelt on even if the turbulence is mild.,即使亂流不大，也請持續繫好安全帶。
生活與移動 / Daily Life & Mobility,交通與運輸 / Transportation & Transit,terminal,n.,終點站;航空站,Passengers should proceed to Terminal 2 for international flights.,搭國際線的旅客請前往第二航廈。
生活與移動 / Daily Life & Mobility,交通與運輸 / Transportation & Transit,traffic,n.,交通,Traffic was backed up for miles after the collision.,車禍後交通回堵了好幾公里。
生活與移動 / Daily Life & Mobility,交通與運輸 / Transportation & Transit,viaduct,n.,高架橋;高架道路,The viaduct was closed for maintenance overnight.,這座高架橋夜間因維修而封閉。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,afford,v.,買得起;付得起,Many families can’t afford to buy a house in the city center.,許多家庭負擔不起市中心的房子。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,aisle,n.,走道;通道,You’ll find the batteries in aisle 7 near the checkout.,電池在結帳區附近的第 7 走道。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,assist,v.,幫助;協助,A staff member will assist you if you can’t find your size.,如果你找不到尺寸，店員會協助你。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,cashier,n.,收銀員;出納員,Ask the cashier for a receipt in case you need a refund later.,結帳後請向收銀員拿收據，以便日後退貨。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,counter,n./adj.,櫃臺;相反,Please pay at the counter next to the entrance.,請到入口旁的櫃台付款。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,customer,n.,顧客;買主,The customer complained that the product was missing parts.,客戶抱怨產品少了零件。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,department store,n.,百貨公司,We went to a department store to shop for wedding gifts.,我們去百貨公司挑選婚禮禮物。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,discount,n./v.,折扣,This weekend there’s a 20% discount on all shoes.,這個週末所有鞋子打八折。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,exchange,n./v.,交換;兌換,The shop allows exchanges within seven days.,店家允許七天內換貨。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,pickpocket,n.,扒手,Be careful of pickpockets in crowded markets.,在人多的市集要小心扒手。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,pushcart,n.,手推車,He loaded the groceries into a pushcart.,他把雜貨放進推車裡。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,receipt,n.,收據,Please keep your receipt for warranty service.,請保留收據以便保固服務。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,reimburse,v.,償還；補償,The company will reimburse you for travel expenses.,公司會報銷你的差旅費。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,request,n./v.,請求；要求,"If you have a request, please speak to the store manager.",如果你有需求，請跟店長說明。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,sample,n./v.,樣品；樣本,Would you like to try a free sample of this perfume?,你要不要試聞這款香水的免費小樣？
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,solicit,v.,請求；懇求；祈求,The charity is soliciting donations at the mall entrance.,慈善團體正在商場入口募集捐款。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,trendy,adj.,時髦的；流行的,These trench coats are trendy this season.,這季風衣很流行。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,VIP,n.,very important person 貴賓,VIP members get early access to the sale.        VIP 會員可以優先參加特賣。,
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,wholesale,adj./adv.,批發的；批發地,We buy office supplies wholesale to cut costs.,我們用批發方式買辦公用品以降低成本。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,bargain,n./v.,便宜貨；廉價品,I found a great bargain on a laptop yesterday.,我昨天買到一台很划算的筆電。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,cash register,n.,手銀機,The cashier scanned the items at the cash register.,收銀員在收銀機前掃描商品。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,coupon,n.,折價券；贈獎券,Use this coupon to get a free drink.,用這張折價券可以免費換一杯飲料。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,defective,adj.,有毛病的；有問題的，有瑕疵的,The customer returned the shirt because it was defective.,客戶因襯衫有瑕疵而退貨。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,display,n./v.,陳列；展示品,The store’s window display attracted a lot of shoppers.,店面的櫥窗展示吸引了很多人。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,drugstore,n.,兼賣雜貨的藥房,I stopped by the drugstore to buy toothpaste.,我去藥妝店買牙膏。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,flea market,n.,跳蚤市場,We browsed a flea market for vintage furniture.,我們逛跳蚤市場找復古家具。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,label,n./v.,標籤；標記,Check the label for washing instructions.,請看標籤上的洗滌說明。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,modify,v.,修改；變更,Can you modify the order to include one more item?,你可以把訂單修改成多一樣商品嗎？
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,patron,n.,顧客；贊助人,Regular patrons receive special coupons by email.,常客會收到店家寄來的專屬折價券。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,purchase,n./v.,購買；購得之物,She made a purchase online and paid by credit card.,她在網路上買東西並用信用卡付款。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,quantity,n.,量；數量,Please confirm the quantity before we place the order.,下單前請確認數量。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,refund,n./v.,退款；退還；賠償,You can request a refund if the item is unopened.,若商品未拆封，你可以申請退款。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,replacement,n.,代替；替換,We sent a replacement after confirming the defect.,確認瑕疵後我們寄出替換品。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,retailer,n.,零售商,The retailer plans to open three new stores next year.,該零售商計畫明年再開三家店。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,shopping mall,n.,大型購物中心,There’s a new shopping mall near the station.,車站附近新開了一間購物中心。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,thrift,n.,節儉；節約,She learned to thrift to save money on clothes.,她學會買二手衣服來省錢。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,vender,n.,小販,A street vender was selling umbrellas outside the subway.,地鐵外有攤販在賣雨傘。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,warranty,n.,保證；保證書,This laptop comes with a two-year warranty.,這台筆電提供兩年保固。
消費與餐飲 / Consumption & Dining,購物與消費 / Shopping & Consumption,workmanship,n.,技巧；手藝,The workmanship on this watch is excellent.,這只手錶的做工非常精細。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,alcohol,n.,酒精,He decided not to drink alcohol during the business dinner.,他在商務晚餐時決定不喝酒精飲品。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,appetite,n.,胃口，食欲,I didn’t have much appetite after the long flight.,長途飛行後我沒什麼胃口。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,artificial,adj.,人造的；模擬的,The restaurant uses artificial sweeteners in some drinks.,這家餐廳有些飲品使用人造甜味劑。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,bland,adj.,淡而無味的；溫和的；無刺激性的,"The soup was a bit bland, so I added some salt.",這碗湯有點淡，我加了一些鹽。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,chef,n.,主廚；大廚,The chef recommended the seafood pasta as today’s special.,主廚推薦海鮮義大利麵作為今日特餐。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,crave,v.,渴望,I’ve been craving something sweet all afternoon.,我整個下午都很想吃甜的。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,delicacy,n.,佳餚,Local oysters are considered a delicacy in this region.,本地生蠔在這個地區被視為一道珍饈。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,digest,v./n.,消化,It takes time to digest a heavy meal.,吃得太油膩需要時間消化。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,fragrant,adj.,有香味的；芳香的,The curry smelled fragrant and made everyone hungry.,咖哩香氣四溢，讓大家都餓了。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,ingredient,n.,成分；配料；配方,Fresh ingredients make a big difference in taste.,新鮮食材對味道影響很大。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,liquor,n.,烈酒（如威士卡）,They served liquor after the main course.,主菜後他們供應烈酒。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,munch,v.,用力嚼；大聲咀嚼,We munched on popcorn while waiting for our table.,等位時我們啃著爆米花。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,palatable,adj.,美味的；順耳的；怡人的,The grilled chicken was surprisingly palatable.,這份烤雞意外地很好吃、順口。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,pass up,phr. v.,放過；錯過,Don’t pass up the dessert—it’s homemade.,甜點別錯過，是手工做的。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,portion,n.,部分；一份,The portions here are large enough to share.,這裡的份量大到可以分著吃。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,ravenous,adj.,饑餓的；貪婪的,We were ravenous after the hike and ordered two pizzas.,健行後我們餓壞了，就點了兩個披薩。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,refreshment,n.,茶點,We served light refreshments after the seminar.,研討會後我們提供了簡單的茶點。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,silverware,n.,銀器；鍍銀餐具,Please place the silverware on the napkin when you finish eating.,用餐完畢後請把餐具放在餐巾上。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,specialty,n.,專攻；專業；專長；特製品,Seafood is the restaurant’s specialty.,海鮮是這家餐廳的招牌菜。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,starve,v.,餓死；挨餓,"If you skip lunch, you’ll starve before dinner.",如果你不吃午餐，晚餐前會餓壞。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,aperitif,n.,飯前酒,They offered an aperitif before we ordered our meals.,點餐前他們先提供了一杯開胃酒。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,appetizer,n.,開胃菜,We ordered an appetizer to share while waiting for the main course.,等主菜時我們點了一道開胃菜一起分食。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,beverage,n.,飲料,"Would you like another beverage, or are you okay with water?",你還要再來一杯飲料嗎？還是喝水就好？
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,buffet,n.,自助餐,The hotel provides a breakfast buffet every morning.,飯店每天早上提供自助早餐。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,chopsticks,n.,筷子,"Could we get an extra pair of chopsticks, please?",可以再給我們一雙筷子嗎？
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,cuisine,n.,烹調,This restaurant is famous for authentic Thai cuisine.,這家餐廳以道地的泰式料理聞名。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,dessert,n.,餐後甜點,We had cheesecake for dessert after the meal.,餐後我們吃了起司蛋糕當甜點。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,entree,n.,主菜,"For my entree, I’ll have the roasted chicken.",我的主菜要烤雞。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,hors d'oeuvre,n.,開胃小菜,They served small hors d'oeuvres during the reception.,接待酒會上他們提供了小點心／前菜。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,leftovers,n.,剩飯剩菜,Please pack the leftovers; we’ll take them home.,請把剩菜打包，我們要帶回家。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,menu,n.,菜單,Let’s look at the menu before we decide what to order.,我們先看菜單再決定點什麼。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,napkin,n.,餐巾,Could you bring me another napkin?,可以再給我一張餐巾嗎？
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,parched,adj.,焦幹的；極渴的,I’m parched after the hike—can I have some water?,健行後我好渴，可以給我水嗎？
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,pastry,n.,用麵團和油酥烤成的小甜點心,She picked a chocolate pastry from the display.,她從櫥窗挑了一個巧克力酥點。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,preservative,n.,防腐劑,This juice contains no artificial preservatives.,這款果汁不含人工防腐劑。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,recipe,n.,食譜；烹飪法；秘訣,My mom’s recipe for dumplings is really easy to follow.,我媽媽的水餃食譜很容易照著做。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,seasoning,n.,調味品；佐料,Add some seasoning if you want a stronger flavor.,如果你想要味道重一點，可以加些調味料。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,snack,n./v.,小吃；點心 吃點心,We grabbed a quick snack between meetings.,兩場會議之間我們快速吃了點零食。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,spice,n.,香料；調味品,This soup needs a bit more spice.,這碗湯需要再辣一點（再加點香料）。
消費與餐飲 / Consumption & Dining,外食與餐飲 / Eating Out & Dining,vegetarian,n.,素食者,"She’s a vegetarian, so she ordered a salad without meat.",她吃素，所以點了不加肉的沙拉。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,acceptance,n.,接受；贊同,She felt a sense of acceptance when the new team welcomed her.,新團隊接納她時，她感到被認同與接受。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,acquaintance,n.,相識但是不是很熟的人,I ran into an old acquaintance at the conference lobby.,我在會議大廳巧遇一位老相識。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,anniversary,n.,周年紀念日,We celebrated our company’s 10th anniversary with a dinner party.,我們用晚宴慶祝公司十週年紀念。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,associate,n./v.,(1)同事；夥伴 (2)聯想；交往,He is a business associate I’ve worked with for years.,他是我合作多年的商務夥伴。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,banquet,n./v.,酒席；正式的宴會,The hotel will host a banquet for visiting delegates tonight.,飯店今晚將為來訪代表舉辦正式宴會。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,commitment,n.,承諾；許諾,We appreciate your commitment to the volunteer program.,我們很感謝你對志工計畫的投入與承諾。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,courtesy,n.,禮貌；禮儀；好意；殷勤,Please accept my thanks for your courtesy and support.,感謝你一直以來的禮貌與協助。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,distinguished,adj.,卓越的；傑出的；著名的,She is a distinguished guest with decades of experience in education.,她是位資歷深厚的貴賓，在教育領域有數十年經驗。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,embrace,v./n.,擁抱；圍繞；包括,They embraced each other after not meeting for years.,多年未見後，他們相互擁抱致意。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,etiquette,n.,禮節；規範,Business etiquette is important when meeting clients for the first time.,第一次見客戶時，商務禮儀很重要。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,farewell,n./int.,一路平安；再見；告別,We said farewell to our intern on his last day.,實習生最後一天，我們向他道別。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,get-together,n.,（非正式的社交）聚會,Let’s have a small get-together after work on Friday.,週五下班後我們來個小聚會吧。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,greeting,n.,致敬；問候；（複數）致意；贊詞,She gave me a warm greeting as soon as I walked in.,我一走進去，她就熱情地跟我打招呼。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,hug,v./n.,擁抱；緊抱,He offered a quick hug to congratulate her on the promotion.,他給了她一個簡短的擁抱，恭喜她升遷。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,lavish,adj./v.,過分大方的；浪費的；豐富的,They threw a lavish reception for the international visitors.,他們為國際訪客辦了一場盛大的接待酒會。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,nosy,adj.,好管閒事的；愛打聽的,Don’t be nosy about your coworker’s private life.,不要太八卦干涉同事的私生活。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,offensive,adj./n.,令人不快的；討厭的；冒犯的,His offensive remark upset several attendees at the dinner.,他那句冒犯的話讓晚宴上的幾位來賓感到不舒服。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,protocol,n.,外交禮儀；草約,Please follow the protocol when receiving international guests.,接待國際來賓時請依照既定禮節與流程。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,regards,n.,問候；致意,Please give my regards to your director when you see her.,見到你們主任時，請代我向她問候。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,salute,v./n.,向……打招呼；向……行軍禮；向……表示敬意,We salute the volunteers for their dedication to the event.,我們向志工對活動的投入致敬。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,acknowledge,v.,承認；承認……之存在、權力；表示感謝,I’d like to acknowledge your support throughout this project.,我想表達對你在這個專案中一路支持的感謝。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,aggressive,adj.,挑釁的；有侵略性的；有進取心的；積極的,His aggressive attitude made it hard to reach an agreement.,他強勢咄咄逼人的態度讓協議難以達成。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,apologize,v.,道歉,I apologize for missing your call earlier.,抱歉我剛才錯過你的來電。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,attractive,adj.,引人入勝；有吸引力的；迷人的,The lobby has an attractive design that impresses visitors.,大廳的設計很吸引人，讓訪客印象深刻。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,compliment,n./v.,讚揚；恭維,She gave me a compliment on my presentation.,她稱讚了我的簡報表現。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,criticize,v.,批評；評論,It’s not appropriate to criticize a colleague in public.,不適合在公開場合批評同事。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,eloquent,adj.,口才好的；雄辯的,He is an eloquent speaker who communicates ideas clearly.,他口才流利，能清楚表達想法。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,encounter,v./n.,相遇；遭遇 偶然碰見；面臨,I had a pleasant encounter with an old friend at the reunion.,我在同學會上和老朋友有一段愉快的相遇。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,extend,v.,延伸 延續；擴大；延長；給予；提供,We’d like to extend our invitation to your whole team.,我們想把邀請擴大到你們整個團隊。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,favorable,adj.,令人滿意的；博得贊許的；有幫助的；有利的,The client gave favorable feedback after the workshop.,研習結束後，客戶給了相當正面的回饋。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,gossip,n./v.,閒話；流言； 說閒話,Office gossip often spreads faster than official news.,辦公室八卦常常比正式消息傳得還快。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,hilarious,adj.,狂歡的；令人捧腹的,"His speech was hilarious, and everyone laughed out loud.",他的演講太搞笑了，大家都大笑出聲。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,intrude,v.,闖入；侵入；把……強加諸於,Please don’t intrude on their private discussion.,請不要打擾他們的私下談話。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,modest,adj.,謙遜的；適度的；樸實的；端莊的,She remained modest about her success.,她對自己的成功仍保持謙虛。
社交與文化休閒 / Social & Cultural Leisure,社交互動 / Social Interaction,nuisance,n.,討厭的人或事,The constant noise from construction became a nuisance.,施工的持續噪音成了令人困擾的問題。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,amusement,n.,娛樂;消遣,The theme park offers rides and live shows for family amusement.,這座主題樂園提供遊樂設施和現場表演，適合全家娛樂。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,audience,n.,觀眾;聽眾,The audience applauded loudly at the end of the concert.,音樂會結束時觀眾熱烈鼓掌。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,broadcast,n./v.,廣播;播送,The ceremony was broadcast live on national television.,典禮在全國電視上現場轉播。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,celebrity,n.,名人;名聲,The celebrity greeted fans as she arrived at the premiere.,那位名人抵達首映會時向粉絲致意。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,contemporary,n./adj.,當代的;同時代的人,The gallery focuses on contemporary art from Asia.,這間畫廊主打亞洲當代藝術。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,critic,n.,評論家,A film critic praised the director’s storytelling.,影評人稱讚導演的敘事手法。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,debut,n./v.,初次登臺,The singer made her debut album last year.,那位歌手去年推出了她的出道專輯。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,drama,n.,戲劇;劇本,The drama series became popular across Asia.,這部戲劇影集在亞洲各地走紅。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,episode,n.,(連續劇的)一集,"I missed last week’s episode, so I watched it online.",我錯過了上週那一集，所以改線上補看。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,fabulous,adj.,驚人的;難以置信的,The fireworks show was absolutely fabulous.,煙火秀非常精彩，令人驚豔。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,feature,n./v.,特色;特點;專欄,The news program will feature an interview with the CEO.,這個新聞節目將播出對執行長的專訪。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,flick,n./v.,電影 (口語),We watched a classic flick on the flight.,我們在飛機上看了一部經典電影。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,hit,n./v.,成功而風行一時的事物,Their new song became a hit within a week.,他們的新歌一週內就爆紅。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,journalist,n.,新聞記者,A journalist asked questions during the press conference.,記者在記者會上提問。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,magazine,n.,雜誌,She subscribed to a business magazine for industry updates.,她訂閱了一本商業雜誌以掌握產業動態。
